FID IID BirthYear MumID
1 5482 2003 4410
1 5483 2003 3076
1 5484 2003 3076
1 5485 2003 5133
1 5486 2003 4359
1 5489 2003 4420
1 5490 2003 4395
1 5491 2003 3319
1 5493 2003 3250
1 5494 2003 3250
1 5495 2003 3885
1 5499 2003 4378
1 5500 2003 3268
1 5501 2003 3255
1 5502 2003 5150
1 5503 2003 3303
1 5506 2003 5063
1 5509 2003 4635
1 5444 2003 2787
1 5446 2003 3201
1 5447 2003 3201
1 5451 2003 4517
1 5452 2003 5250
1 5454 2003 5076
1 5457 2003 3533
1 5458 2003 4385
1 5462 2003 4314
1 5463 2003 4396
1 5464 2003 3279
1 5465 2003 4467
1 5466 2003 2597
1 5468 2003 4259
1 5471 2003 4051
1 5540 2003 5137
1 5541 2003 2927
1 5542 2003 3782
1 5543 2003 2699
1 5546 2003 2800
1 5547 2003 2800
1 5548 2003 4257
1 5551 2003 3704
1 5552 2003 4226
1 5553 2003 5226
1 5554 2003 5107
1 5555 2003 4468
1 5558 2003 5121
1 5562 2003 4335
1 5563 2003 3563
1 5523 2003 4193
1 5524 2003 5141
1 5525 2003 4386
1 5526 2003 2784
1 5527 2003 3291
1 5528 2003 3291
1 5531 2003 2377
1 5534 2003 3559
1 5535 2003 5084
1 5536 2003 3771
1 5510 2003 3490
1 5516 2003 4416
1 5520 2003 3564
1 5537 2003 3771
1 5538 2003 4473
1 5728 2004 3641
1 5731 2004 3291
1 5741 2004 4184
1 5744 2004 5152
1 5732 2004 3291
1 5734 2004 2377
1 5750 2004 2640
1 5752 2004 5326
1 5747 2004 5150
1 5749 2004 3201
1 5811 2004 3738
1 5813 2004 3268
1 5814 2004 3268
1 5815 2004 4454
1 5816 2004 4454
1 5817 2004 4395
1 5819 2004 4217
1 5820 2004 4217
1 5822 2004 5135
1 5826 2004 4529
1 5827 2004 5635
1 5830 2004 3289
1 5833 2004 3250
1 5834 2004 3250
1 5840 2004 3248
1 5841 2004 4169
1 5842 2004 4103
1 5843 2004 4103
1 5844 2004 4051
1 5845 2004 2706
1 5848 2004 3279
1 5849 2004 5137
1 5853 2004 3589
1 5874 2004 4635
1 5875 2004 4238
1 5755 2004 4162
1 5758 2004 4335
1 5763 2004 5076
1 5768 2004 4407
1 5772 2004 4346
1 5775 2004 4308
1 5776 2004 4308
1 5778 2004 5232
1 5780 2004 5144
1 5783 2004 2800
1 5795 2004 4004
1 5796 2004 5130
1 5797 2004 3445
1 5801 2004 4420
1 5804 2004 4241
1 5904 2004 4305
1 5905 2004 4386
1 5906 2004 4386
1 5907 2004 5061
1 5908 2004 5084
1 5909 2004 3651
1 5914 2004 5141
1 5919 2004 3303
1 5920 2004 4631
1 5921 2004 4258
1 5922 2004 3431
1 5925 2004 5535
1 5927 2004 3563
1 5931 2004 5634
1 5932 2004 5510
1 5935 2004 5471
1 5973 2004 3567
1 5974 2004 3567
1 5976 2004 2784
1 5977 2004 5548
1 5978 2004 3265
1 5988 2004 5121
1 5990 2004 4473
1 5992 2004 4322
1 5876 2004 5111
1 5877 2004 2834
1 5878 2004 2834
1 5879 2004 5107
1 5880 2004 3636
1 5886 2004 4460
1 5890 2004 4467
1 5894 2004 4459
1 5895 2004 4468
1 5896 2004 3564
1 5898 2004 2787
1 5899 2004 4734
1 5900 2004 5495
1 5901 2004 3490
1 5903 2004 4378
1 5993 2004 3796
1 5998 2004 3009
1 6123 2005 5555
1 6124 2005 5107
1 6125 2005 5552
1 6131 2005 3214
1 6133 2005 3250
1 6150 2005 3490
1 6151 2005 5443
1 6152 2005 4193
1 6154 2005 3268
1 6155 2005 3268
1 6163 2005 5596
1 6121 2005 3607
1 6122 2005 4456
1 6166 2005 5662
1 6167 2005 4459
1 6170 2005 4217
1 6171 2005 5535
1 6172 2005 5520
1 6173 2005 4051
1 6174 2005 5466
1 6175 2005 5141
1 6176 2005 5137
1 6181 2005 5490
1 6183 2005 5510
1 6164 2005 3420
1 6165 2005 4575
1 6191 2005 4454
1 6196 2005 5084
1 6197 2005 4467
1 6200 2005 5326
1 6201 2005 5456
1 6202 2005 4346
1 6103 2005 5060
1 6106 2005 4314
1 6113 2005 5248
1 6114 2005 5089
1 6116 2005 4407
1 6117 2005 4468
1 6120 2005 4460
1 6189 2005 4386
1 6084 2005 6083
1 6085 2005 4166
1 6088 2005 5597
1 6090 2005 3571
1 6095 2005 3725
1 6102 2005 4432
1 6184 2005 3564
1 6399 2006 5626
1 6402 2006 5150
1 6403 2006 3490
1 6404 2006 4395
1 6400 2006 5433
1 6380 2006 5439
1 6386 2006 5089
1 6391 2006 3533
1 6392 2006 3533
1 6395 2006 4051
1 6396 2006 3268
1 6398 2006 4420
1 6422 2006 4386
1 6423 2006 4386
1 6439 2006 5486
1 6443 2006 5741
1 6445 2006 5520
1 6405 2006 4395
1 6406 2006 4575
1 6409 2006 4223
1 6410 2006 4410
1 6412 2006 5250
1 6415 2006 6529
1 6418 2006 4459
1 6421 2006 5427
1 6340 2006 5063
1 6346 2006 5547
1 6347 2006 4407
1 6348 2006 5107
1 6349 2006 3945
1 6363 2006 5232
1 6368 2006 4359
1 6479 2006 5084
1 6482 2006 5141
1 6483 2006 5141
1 6484 2006 5326
1 6486 2006 5535
1 6487 2006 3009
1 6488 2006 3552
1 6489 2006 4193
1 6503 2006 5501
1 6504 2006 5444
1 6506 2006 4467
1 6475 2006 5122
1 6446 2006 5490
1 6447 2006 5555
1 6453 2006 4454
1 6454 2006 4468
1 6458 2006 5670
1 6459 2006 5121
1 6460 2006 5491
1 6462 2006 5144
1 6464 2006 5525
1 6465 2006 5510
1 6473 2006 5137
1 6474 2006 5604
1 6476 2006 4628
1 6478 2006 5531
1 6563 2007 4404
1 6567 2007 6083
1 6574 2007 5232
1 6577 2007 5447
1 6583 2007 5100
1 6584 2007 3571
1 6585 2007 6529
1 6586 2007 5076
1 6587 2007 5076
1 6588 2007 5242
1 6590 2007 5631
1 6591 2007 6099
1 6564 2007 5103
1 6565 2007 5547
1 6620 2007 4335
1 6621 2007 5250
1 6622 2007 4359
1 6623 2007 5152
1 6624 2007 5443
1 6625 2007 5555
1 6628 2007 4420
1 6630 2007 4454
1 6632 2007 5531
1 6633 2007 6196
1 6634 2007 5543
1 6635 2007 6100
1 6636 2007 4241
1 6644 2007 5137
1 6645 2007 6151
1 6646 2007 5431
1 6649 2007 5439
1 6650 2007 4468
1 6651 2007 5127
1 6652 2007 4410
1 6655 2007 4217
1 6656 2007 4217
1 6659 2007 5456
1 6662 2007 5506
1 6663 2007 5111
1 6666 2007 5648
1 6667 2007 4470
1 6670 2007 5542
1 6671 2007 5632
1 6672 2007 5430
1 6673 2007 5248
1 6674 2007 6193
1 6675 2007 5094
1 6677 2007 5491
1 6678 2007 5535
1 6679 2007 5490
1 6682 2007 5510
1 6683 2007 4473
